respondent_id,district,poll_id,w_buyer,w_consumer,phone_type,product_preference,better_product,purchase_propensity
1,az02,az02-1,0.7363,0.547,Cell,B,B is Better,Almost certain
2,az02,az02-1,1.0059,0.6411,Landline,B,B is Better,Almost certain
3,az02,az02-1,1.1542,0.9188,Landline,A,A is Better,Almost certain
4,az02,az02-1,0.8772,0.4805,Landline,A,A is Better,Almost certain
5,az02,az02-1,0.6954,0.4226,Landline,A,A is Better,Almost certain
6,az02,az02-1,1.1027,0.6743,Landline,B,B is Better,Almost certain
7,az02,az02-1,1.1094,0.7947,Landline,B,B is Better,Almost certain
8,az02,az02-1,0.8703,0.5588,Landline,B,B is Better,Almost certain
9,az02,az02-1,0.9443,0.8585,Landline,A,A is Better,Almost certain
10,az02,az02-1,0.9129,0.8691,Cell,B,B is Better,Very likely
11,az02,az02-1,0.6394,0.4218,Landline,A,A is Better,Almost certain
12,az02,az02-1,1.1656,0.8293,Cell,A,B is Better,Very likely
13,az02,az02-1,1.1656,0.8348,Landline,Und,B is Better,Almost certain
14,az02,az02-1,0.8987,0.7045,Landline,A,A is Better,Almost certain
15,az02,az02-1,0.9562,0.7135,Landline,A,A is Better,Almost certain
16,az02,az02-1,0.6554,0.4609,Landline,B,B is Better,Almost certain
17,az02,az02-1,0.7007,0.4814,Cell,B,B is Better,Very likely
18,az02,az02-1,0.5715,0.339,Cell,B,A is Better,Almost certain
19,az02,az02-1,0.8357,0.7112,Landline,A,A is Better,Almost certain
20,az02,az02-1,0.9563,1.4481,Landline,A,B is Better,Almost certain
21,az02,az02-1,0.7328,0.6527,Landline,A,A is Better,Almost certain
22,az02,az02-1,0.9443,0.755,Landline,A,A is Better,Almost certain
23,az02,az02-1,1.3259,1.0723,Landline,A,A is Better,Almost certain
24,az02,az02-1,0.9266,0.5211,Cell,A,A is Better,Almost certain
25,az02,az02-1,0.7306,0.4422,Landline,A,A is Better,Almost certain
26,az02,az02-1,1.0059,0.6434,Landline,B,B is Better,Almost certain
27,az02,az02-1,0.9266,0.5249,Cell,A,A is Better,Almost certain
28,az02,az02-1,1.0113,0.6129,Cell,A,A is Better,Almost certain
29,az02,az02-1,0.6886,0.4316,Cell,Und,B is Better,Very likely
30,az02,az02-1,0.9574,0.5703,Cell,B,B is Better,Very likely
31,az02,az02-1,0.7363,0.5014,Landline,A,A is Better,Very likely
32,az02,az02-1,0.7931,0.513,Landline,B,B is Better,Almost certain
33,az02,az02-1,0.844,0.7246,Landline,A,A is Better,Almost certain
34,az02,az02-1,1.145,0.8548,Cell,A,A is Better,Very likely
35,az02,az02-1,0.89,0.7165,Cell,A,A is Better,Almost certain
36,az02,az02-1,1.3201,0.9607,Landline,A,A is Better,Almost certain
37,az02,az02-1,0.7931,0.5106,Cell,B,B is Better,Almost certain
38,az02,az02-1,0.8426,0.7426,Cell,A,A is Better,Almost certain
39,az02,az02-1,0.8471,0.693,Cell,B,B is Better,Almost certain
40,az02,az02-1,1.3335,0.8396,Landline,Und,A is Better,Somewhat likely
41,az02,az02-1,1.313,1.3156,Cell,B,B is Better,Almost certain
42,az02,az02-1,0.6005,0.348,Landline,A,A is Better,Almost certain
43,az02,az02-1,1.1567,0.7417,Landline,A,A is Better,Almost certain
44,az02,az02-1,0.7931,0.5157,Landline,Und,B is Better,Almost certain
45,az02,az02-1,1.1586,0.7132,Landline,B,B is Better,Almost certain
46,az02,az02-1,1.145,1.1366,Cell,Und,A is Better,Almost certain
47,az02,az02-1,0.7306,0.4437,Cell,A,A is Better,Almost certain
48,az02,az02-1,1.0982,1.229,Cell,Und,Don't know,Very likely
49,az02,az02-1,0.6954,0.422,Landline,A,A is Better,Almost certain
50,az02,az02-1,1.1512,0.8731,Cell,A,A is Better,Almost certain
51,az02,az02-1,1.0841,0.7783,Landline,A,A is Better,Almost certain
52,az02,az02-1,0.6237,0.5878,Cell,A,A is Better,Almost certain
53,az02,az02-1,1.1027,0.6847,Landline,B,B is Better,Very likely
54,az02,az02-1,1.1567,0.7562,Landline,A,A is Better,Almost certain
55,az02,az02-1,1.6079,2.7811,Cell,Und,B is Better,Very likely
56,az02,az02-1,1.0982,1.3406,Cell,Und,B is Better,Not at all likely
57,az02,az02-1,1.2657,0.9383,Landline,Und,B is Better,Very likely
58,az02,az02-1,1.0616,1.2241,Cell,B,B is Better,Very likely
59,az02,az02-1,1.0071,0.9144,Cell,Und,Don't know,[DO NOT READ] Don't know/Refused
60,az02,az02-1,0.8521,1.5593,Landline,B,B is Better,Very likely
61,az02,az02-1,0.6343,0.4262,Cell,A,A is Better,Almost certain
62,az02,az02-1,1.0158,0.5874,Cell,A,A is Better,Very likely
63,az02,az02-1,1.1659,0.8022,Landline,A,A is Better,Almost certain
64,az02,az02-1,0.6954,0.4466,Landline,Und,Don't know,[DO NOT READ] Don't know/Refused
65,az02,az02-1,1.0755,0.777,Cell,Und,A is Better,Almost certain
66,az02,az02-1,1.2047,0.9671,Landline,B,B is Better,Very likely
67,az02,az02-1,1.012,0.7529,Landline,B,B is Better,Almost certain
68,az02,az02-1,1.3201,1.5494,Cell,B,Don't know,Almost certain
69,az02,az02-1,1.2358,1.7556,Cell,B,B is Better,Almost certain
70,az02,az02-1,0.9574,0.573,Cell,B,B is Better,Almost certain
71,az02,az02-1,1.2692,0.9211,Cell,A,A is Better,Somewhat likely
72,az02,az02-1,0.7549,0.4881,Landline,B,B is Better,Almost certain
73,az02,az02-1,0.6343,0.3738,Landline,A,A is Better,Almost certain
74,az02,az02-1,1.1951,0.8134,Cell,B,B is Better,Very likely
75,az02,az02-1,0.7313,0.4311,Landline,B,A is Better,Almost certain
76,az02,az02-1,1.0902,0.7176,Cell,A,B is Better,Almost certain
77,az02,az02-1,1.2557,0.9415,Landline,B,B is Better,Almost certain
78,az02,az02-1,1.1586,0.7438,Cell,B,B is Better,Almost certain
79,az02,az02-1,0.7999,3.3646,Landline,Und,Don't know,[DO NOT READ] Don't know/Refused
80,az02,az02-1,0.8888,0.6241,Cell,B,B is Better,Almost certain
81,az02,az02-1,0.6954,0.4222,Landline,A,A is Better,Very likely
82,az02,az02-1,0.6163,0.4911,Cell,Und,B is Better,Almost certain
83,az02,az02-1,1.2713,0.7726,Cell,B,B is Better,Very likely
84,az02,az02-1,0.764,0.6144,Cell,A,A is Better,Almost certain
85,az02,az02-1,0.7306,0.4496,Landline,A,A is Better,Almost certain
86,az02,az02-1,1.2557,0.8419,Landline,B,B is Better,Very likely
87,az02,az02-1,0.9558,0.5882,Cell,A,A is Better,Very likely
88,az02,az02-1,1.2346,1.9084,Cell,B,B is Better,Very likely
89,az02,az02-1,1.0123,0.6729,Landline,A,A is Better,Very likely
90,az02,az02-1,0.8423,0.5401,Cell,B,A is Better,Almost certain
91,az02,az02-1,1.1512,1.3559,Cell,B,B is Better,Almost certain
92,az02,az02-1,1.1567,0.7341,Cell,A,A is Better,Very likely
93,az02,az02-1,1.1474,2.7303,Cell,A,A is Better,Very likely
94,az02,az02-1,1.1325,0.7316,Cell,B,B is Better,Almost certain
95,az02,az02-1,1.145,1.1169,Cell,A,A is Better,Almost certain
96,az02,az02-1,0.5715,0.3481,Landline,A,A is Better,Almost certain
97,az02,az02-1,0.9516,0.9456,Cell,Und,A is Better,Almost certain
98,az02,az02-1,0.8888,0.5605,Cell,A,A is Better,Very likely
99,az02,az02-1,1.0902,0.7806,Cell,A,Don't know,Almost certain
100,az02,az02-1,1.1656,0.9284,Cell,A,A is Better,Very likely
101,az02,az02-1,0.6343,0.3793,Cell,A,A is Better,Almost certain
102,az02,az02-1,1.1009,0.7249,Cell,A,A is Better,Almost certain
103,az02,az02-1,0.7313,0.4329,Cell,A,A is Better,Almost certain
104,az02,az02-1,0.8199,0.6289,Landline,B,Don't know,Almost certain
105,az02,az02-1,1.1009,0.7185,Cell,B,B is Better,Almost certain
106,az02,az02-1,0.696,0.429,Cell,A,A is Better,Almost certain
107,az02,az02-1,1.1586,0.7111,Cell,B,B is Better,Almost certain
108,az02,az02-1,1.116,0.8792,Cell,A,A is Better,Almost certain
109,az02,az02-1,1.0683,0.5976,Cell,A,A is Better,Almost certain
110,az02,az02-1,0.5982,0.7867,Cell,B,B is Better,Almost certain
111,az02,az02-1,0.7313,0.4776,Cell,A,A is Better,Almost certain
112,az02,az02-1,1.1951,0.8054,Cell,B,B is Better,Almost certain
113,az02,az02-1,1.1951,0.8484,Landline,B,B is Better,Very likely
114,az02,az02-1,1.2497,1.0701,Cell,B,B is Better,Very likely
115,az02,az02-1,1.1578,0.7065,Cell,A,A is Better,Very likely
116,az02,az02-1,1.313,1.0871,Cell,B,B is Better,Very likely
117,az02,az02-1,0.8507,0.7491,Cell,A,A is Better,Almost certain
118,az02,az02-1,0.8294,0.7091,Cell,B,B is Better,Very likely
119,az02,az02-1,0.7399,0.5329,Cell,B,B is Better,Almost certain
120,az02,az02-1,0.576,0.4087,Cell,A,A is Better,Almost certain
121,az02,az02-1,1.1009,0.6954,Cell,A,A is Better,Almost certain
122,az02,az02-1,0.8079,0.5752,Cell,Und,B is Better,Very likely
123,az02,az02-1,0.9049,0.618,Cell,Und,A is Better,Very likely
124,az02,az02-1,0.7328,0.7217,Cell,A,A is Better,Almost certain
125,az02,az02-1,1.175,1.424,Cell,B,B is Better,Almost certain
126,az02,az02-1,0.6086,0.3881,Cell,A,A is Better,Almost certain
127,az02,az02-1,0.7399,0.5301,Cell,B,B is Better,Almost certain
128,az02,az02-1,0.9823,0.6276,Cell,Und,Don't know,Somewhat likely
129,az02,az02-1,0.6954,0.4326,Landline,A,A is Better,Almost certain
130,az02,az02-1,0.7816,0.6232,Landline,B,B is Better,Very likely
131,az02,az02-1,0.7549,0.4925,Landline,B,B is Better,Almost certain
132,az02,az02-1,0.7009,0.4624,Cell,A,A is Better,Very likely
133,az02,az02-1,0.8819,0.4954,Landline,A,A is Better,Almost certain
134,az02,az02-1,0.6343,0.3956,Cell,A,A is Better,Somewhat likely
135,az02,az02-1,1.1567,0.7356,Landline,A,A is Better,Very likely
136,az02,az02-1,0.6011,0.5062,Cell,B,B is Better,Very likely
137,az02,az02-1,0.7363,0.5728,Landline,B,B is Better,Almost certain
138,az02,az02-1,1.1951,0.8072,Landline,B,B is Better,Almost certain
139,az02,az02-1,1.3272,1.5791,Landline,A,A is Better,Almost certain
140,az02,az02-1,0.9516,0.8376,Landline,B,B is Better,Almost certain
141,az02,az02-1,0.7931,0.5135,Landline,B,B is Better,Almost certain
142,az02,az02-1,1.1951,0.8049,Landline,A,A is Better,Almost certain
143,az02,az02-1,0.9002,0.6903,Landline,B,B is Better,Almost certain
144,az02,az02-1,1.1656,0.8685,Landline,A,A is Better,Almost certain
145,az02,az02-1,0.9341,0.5975,Landline,A,A is Better,Very likely
146,az02,az02-1,0.7549,0.4896,Cell,B,B is Better,Almost certain
147,az02,az02-1,0.6343,0.4019,Landline,A,A is Better,Very likely
148,az02,az02-1,0.6954,0.4424,Landline,A,A is Better,Almost certain
149,az02,az02-1,0.6554,0.478,Landline,B,B is Better,Almost certain
150,az02,az02-1,1.0673,0.6156,Landline,A,A is Better,Very likely
151,az02,az02-1,1.2557,0.8469,Landline,B,B is Better,Almost certain
152,az02,az02-1,1.2346,1.4666,Landline,B,B is Better,Almost certain
153,az02,az02-1,0.7931,0.5292,Landline,A,B is Better,Very likely
154,az02,az02-1,0.5964,0.4593,Landline,A,A is Better,Very likely
155,az02,az02-1,0.9443,0.7455,Landline,A,A is Better,Very likely
156,az02,az02-1,0.9632,0.7532,Cell,A,A is Better,Almost certain
157,az02,az02-1,0.737,0.5239,Landline,A,A is Better,Very likely
158,az02,az02-1,1.46,7.2649,Cell,A,Don't know,Not very likely
159,az02,az02-1,1.4154,5.6953,Cell,B,B is Better,Very likely
160,az02,az02-1,0.7387,0.5622,Landline,B,B is Better,Very likely
161,az02,az02-1,1.0758,0.6661,Landline,A,A is Better,Very likely
162,az02,az02-1,1.0673,0.6123,Landline,A,A is Better,Almost certain
163,az02,az02-1,1.0043,0.6735,Landline,A,A is Better,Almost certain
164,az02,az02-1,1.1925,1.4748,Cell,B,B is Better,Somewhat likely
165,az02,az02-1,1.0982,1.0381,Cell,B,B is Better,Almost certain
166,az02,az02-1,1.673,3.4819,Cell,B,B is Better,Very likely
167,az02,az02-1,0.9064,0.602,Cell,Und,A is Better,Almost certain
168,az02,az02-1,1.3377,3.627,Cell,A,A is Better,Very likely
169,az02,az02-1,1.1392,1.4638,Cell,B,B is Better,Almost certain
170,az02,az02-1,0.7386,0.7804,Cell,A,A is Better,Almost certain
171,az02,az02-1,1.0755,0.7874,Cell,A,A is Better,Almost certain
172,az02,az02-1,1.1951,0.8115,Cell,B,B is Better,Almost certain
173,az02,az02-1,0.8414,0.5179,Cell,A,A is Better,Almost certain
174,az02,az02-1,1.1659,0.8193,Cell,A,A is Better,Almost certain
175,az02,az02-1,0.8819,0.4921,Cell,A,A is Better,Almost certain
176,az02,az02-1,1.0056,1.0007,Cell,A,A is Better,Almost certain
177,az02,az02-1,0.9635,0.6395,Cell,A,A is Better,Almost certain
178,az02,az02-1,1.1094,0.8024,Cell,B,B is Better,Almost certain
179,az02,az02-1,1.2095,1.4634,Cell,A,A is Better,Almost certain
180,az02,az02-1,0.8516,0.6156,Cell,A,A is Better,Almost certain
181,az02,az02-1,1.2557,0.8551,Cell,Und,B is Better,Almost certain
182,az02,az02-1,1.2664,6.346,Cell,Und,Don't know,Almost certain
183,az02,az02-1,1.012,0.7091,Cell,A,A is Better,Almost certain
184,az02,az02-1,1.0673,0.6622,Cell,A,B is Better,Very likely
185,az02,az02-1,0.6343,0.3734,Cell,A,A is Better,Almost certain
186,az02,az02-1,1.2657,1.0584,Cell,B,B is Better,Almost certain
187,az02,az02-1,1.1512,1.4126,Cell,A,A is Better,Very likely
188,az02,az02-1,1.0704,0.8441,Cell,A,A is Better,Very likely
189,az02,az02-1,0.9951,1.0991,Landline,B,B is Better,Almost certain
190,az02,az02-1,1.5222,2.7656,Cell,A,Don't know,Almost certain
191,az02,az02-1,1.2588,1.7505,Cell,A,B is Better,Very likely
192,az02,az02-1,0.889,0.6194,Cell,A,A is Better,Almost certain
193,az02,az02-1,0.9562,0.8044,Cell,A,B is Better,Almost certain
194,az02,az02-1,0.8996,0.6778,Cell,A,A is Better,Very likely
195,az02,az02-1,1.1248,0.9368,Cell,B,B is Better,Very likely
196,az02,az02-1,0.9049,0.5372,Landline,A,A is Better,Very likely
197,az02,az02-1,1.0779,3.0628,Landline,A,A is Better,Very likely
198,az02,az02-1,0.9581,0.7151,Cell,A,A is Better,Almost certain
199,az02,az02-1,1.0622,0.7406,Cell,A,A is Better,Almost certain
200,az02,az02-1,0.6037,0.3891,Cell,A,A is Better,Almost certain
201,az02,az02-1,1.145,1.2134,Cell,A,A is Better,Very likely
202,az02,az02-1,0.9595,0.8395,Cell,A,A is Better,Very likely
203,az02,az02-1,1.2692,0.7963,Cell,B,B is Better,Almost certain
204,az02,az02-1,1.0376,0.7675,Cell,B,B is Better,Very likely
205,az02,az02-1,1.0376,0.6923,Landline,B,B is Better,Almost certain
206,az02,az02-1,1.1009,0.6998,Cell,Und,A is Better,Almost certain
207,az02,az02-1,1.0886,0.9692,Landline,A,A is Better,Very likely
208,az02,az02-1,0.7306,0.4428,Landline,B,A is Better,Almost certain
209,az02,az02-1,1.1831,0.8999,Landline,B,B is Better,Very likely
210,az02,az02-1,1.1567,0.7711,Cell,A,A is Better,Almost certain
211,az02,az02-1,0.6084,0.4388,Landline,Und,B is Better,Almost certain
212,az02,az02-1,0.7364,0.5254,Cell,A,A is Better,Almost certain
213,az02,az02-1,0.9452,0.7103,Cell,A,A is Better,Very likely
214,az02,az02-1,1.0043,0.6169,Cell,A,A is Better,Almost certain
215,az02,az02-1,0.6606,0.4523,Cell,B,B is Better,Almost certain
216,az02,az02-1,0.9057,0.875,Cell,A,B is Better,Almost certain
217,az02,az02-1,1.0777,1.2303,Landline,A,A is Better,Somewhat likely
218,az02,az02-1,1.4333,6.7828,Cell,B,A is Better,Not at all likely
219,az02,az02-1,1.397,3.6277,Landline,Und,Don't know,[DO NOT READ] Don't know/Refused
220,az02,az02-1,0.7421,0.5656,Cell,A,A is Better,Almost certain
221,az02,az02-1,1.1656,0.841,Landline,B,A is Better,Very likely
222,az02,az02-1,1.0982,1.2122,Cell,A,A is Better,Very likely
223,az02,az02-1,1.1963,0.7845,Cell,B,B is Better,Almost certain
224,az02,az02-1,0.8471,0.6858,Landline,B,B is Better,Almost certain
225,az02,az02-1,0.7931,0.5624,Landline,A,A is Better,Almost certain
226,az02,az02-1,0.6086,0.4545,Landline,Und,A is Better,Almost certain
227,az02,az02-1,0.9002,0.6789,Cell,B,B is Better,Almost certain
228,az02,az02-1,0.6005,0.366,Cell,A,A is Better,Almost certain
229,az02,az02-1,0.8888,0.5632,Landline,A,A is Better,Almost certain
230,az02,az02-1,0.664,0.4716,Cell,A,A is Better,Almost certain
231,az02,az02-1,0.5677,0.4242,Landline,A,A is Better,Almost certain
232,az02,az02-1,1.0565,0.82,Cell,A,A is Better,Almost certain
233,az02,az02-1,1.2115,0.8842,Cell,B,B is Better,Almost certain
234,az02,az02-1,1.1094,0.7908,Landline,Und,Don't know,Very likely
235,az02,az02-1,0.7271,0.524,Cell,A,A is Better,Almost certain
236,az02,az02-1,0.9459,0.7181,Cell,B,B is Better,Almost certain
237,az02,az02-1,1.1659,0.7948,Landline,A,A is Better,Almost certain
238,az02,az02-1,0.9338,0.5882,Cell,B,Don't know,Almost certain
239,az02,az02-1,1.2329,0.986,Cell,B,B is Better,Almost certain
240,az02,az02-1,1.2304,0.7032,Landline,A,A is Better,Almost certain
241,az02,az02-1,1.4039,1.3884,Cell,A,A is Better,Almost certain
242,az02,az02-1,1.1386,2.0713,Cell,B,A is Better,Almost certain
243,az02,az02-1,0.6554,0.4123,Cell,B,B is Better,Almost certain
244,az02,az02-1,1.175,0.9293,Cell,A,A is Better,Almost certain
245,az02,az02-1,1.0755,0.7071,Landline,A,A is Better,Almost certain
246,az02,az02-1,0.6886,0.4417,Cell,B,B is Better,Almost certain
247,az02,az02-1,0.7232,0.5675,Cell,Und,Don't know,Almost certain
248,az02,az02-1,1.0898,1.0274,Cell,A,A is Better,Almost certain
249,az02,az02-1,1.0023,1.7308,Cell,B,A is Better,Very likely
250,az02,az02-1,1.1656,0.8305,Cell,A,A is Better,Almost certain
251,az02,az02-1,1.1567,0.7853,Landline,A,A is Better,Almost certain
252,az02,az02-1,0.7306,0.4442,Landline,A,A is Better,Almost certain
253,az02,az02-1,0.8819,0.5749,Cell,A,Don't know,Not at all likely
254,az02,az02-1,1.0251,0.8478,Landline,A,A is Better,Almost certain
255,az02,az02-1,0.6954,0.4228,Cell,A,A is Better,Almost certain
256,az02,az02-1,0.6037,0.3859,Cell,A,A is Better,Almost certain
257,az02,az02-1,0.6084,0.4178,Cell,A,A is Better,Almost certain
258,az02,az02-1,0.9558,0.6057,Cell,A,A is Better,Very likely
259,az02,az02-1,0.7803,0.6112,Cell,Und,A is Better,Very likely
260,az02,az02-1,0.6392,0.4435,Cell,B,B is Better,Almost certain
261,az02,az02-1,1.3374,1.353,Landline,B,B is Better,Almost certain
262,az02,az02-1,1.0043,0.6158,Landline,A,A is Better,Very likely
263,az02,az02-1,0.6205,0.3869,Cell,B,B is Better,Almost certain
264,az02,az02-1,1.2234,0.8831,Cell,A,Don't know,Very likely
265,az02,az02-1,1.0837,4.0683,Cell,A,A is Better,Not at all likely
266,az02,az02-1,1.0376,0.6856,Cell,B,B is Better,Almost certain
267,az02,az02-1,0.6343,0.3802,Landline,A,A is Better,Very likely
268,az02,az02-1,1.1685,1.8311,Cell,A,A is Better,Almost certain
269,az02,az02-1,1.0982,0.9277,Cell,B,B is Better,Almost certain
270,az02,az02-1,1.4509,1.4704,Cell,A,A is Better,Very likely
271,az02,az02-1,1.3303,1.6329,Cell,A,Don't know,Very likely
272,az02,az02-1,0.6394,0.4278,Cell,A,A is Better,Very likely
273,az02,az02-1,1.0376,0.6798,Cell,B,B is Better,Almost certain
274,az02,az02-1,0.8199,0.6704,Cell,B,A is Better,Almost certain
275,az02,az02-1,1.4052,1.2054,Cell,B,B is Better,Very likely
276,az02,az02-1,0.8471,0.7234,Landline,B,B is Better,Almost certain
277,az02,az02-1,0.7816,0.5756,Cell,B,B is Better,Almost certain
278,az02,az02-1,0.9756,0.8522,Cell,B,B is Better,Almost certain
279,az02,az02-1,1.1951,0.8068,Landline,Und,B is Better,Not at all likely
280,az02,az02-1,0.6343,0.3746,Cell,A,A is Better,Very likely
281,az02,az02-1,1.1567,0.8176,Landline,A,A is Better,Almost certain
282,az02,az02-1,0.7936,0.5534,Cell,Und,A is Better,Not very likely
283,az02,az02-1,1.5222,2.2637,Cell,Und,A is Better,Not at all likely
284,az02,az02-1,1.4476,1.0169,Cell,B,B is Better,Almost certain
285,az02,az02-1,1.0902,0.7563,Cell,B,B is Better,Almost certain
286,az02,az02-1,1.0673,0.6161,Landline,A,A is Better,Almost certain
287,az02,az02-1,1.1567,0.745,Landline,A,A is Better,Almost certain
288,az02,az02-1,0.6886,0.4976,Cell,B,B is Better,Very likely
289,az02,az02-1,0.7444,0.644,Landline,A,B is Better,Somewhat likely
290,az02,az02-1,1.3114,4.1413,Landline,A,B is Better,Not at all likely
291,az02,az02-1,0.6954,0.4463,Cell,A,A is Better,Very likely
292,az02,az02-1,0.9574,0.6028,Cell,B,B is Better,Almost certain
293,az02,az02-1,1.0043,0.6427,Landline,A,A is Better,Very likely
294,az02,az02-1,0.7699,0.7584,Landline,A,A is Better,Very likely
295,az02,az02-1,1.3438,0.9903,Landline,Und,B is Better,Very likely
296,az02,az02-1,1.116,1.1107,Cell,A,A is Better,Very likely
297,az02,az02-1,0.8876,0.7759,Landline,Und,B is Better,Almost certain
298,az02,az02-1,0.6977,0.5132,Landline,Und,A is Better,Almost certain
299,az02,az02-1,0.6954,0.4237,Landline,A,A is Better,Almost certain
300,az02,az02-1,0.8808,0.6513,Cell,A,A is Better,Almost certain
301,az02,az02-1,0.8294,0.7051,Landline,B,B is Better,Almost certain
302,az02,az02-1,1.1578,0.7107,Cell,B,A is Better,Almost certain
303,az02,az02-1,0.729,0.5572,Cell,A,A is Better,Almost certain
304,az02,az02-1,0.8516,0.6297,Cell,A,A is Better,Very likely
305,az02,az02-1,0.6133,0.4442,Cell,A,A is Better,Almost certain
306,az02,az02-1,0.9823,0.6673,Cell,B,B is Better,Almost certain
307,az02,az02-1,1.0043,0.7166,Cell,A,A is Better,Almost certain
308,az02,az02-1,0.9064,0.5188,Cell,A,A is Better,Almost certain
309,az02,az02-1,1.1593,0.8329,Cell,B,A is Better,Almost certain
310,az02,az02-1,0.9111,1.0029,Cell,A,A is Better,Very likely
311,az02,az02-1,1.2304,0.7006,Landline,A,A is Better,Almost certain
312,az02,az02-1,1.3259,1.0588,Cell,B,B is Better,Almost certain
313,az02,az02-1,1.4333,4.5427,Cell,A,B is Better,Somewhat likely
314,az02,az02-1,0.6343,0.3895,Cell,A,A is Better,Very likely
315,az02,az02-1,1.1831,1.215,Cell,B,B is Better,Almost certain
316,az02,az02-1,1.0902,0.7154,Cell,B,B is Better,Almost certain
317,az02,az02-1,1.397,1.9435,Cell,B,B is Better,Very likely
318,az02,az02-1,1.3306,6.6573,Cell,A,A is Better,Not at all likely
319,az02,az02-1,0.8539,0.8438,Cell,B,B is Better,Almost certain
320,az02,az02-1,1.5329,3.5739,Cell,A,A is Better,Almost certain
321,az02,az02-1,1.1567,0.7373,Cell,A,A is Better,Very likely
322,az02,az02-1,1.1474,3.8589,Landline,A,A is Better,Almost certain
323,az02,az02-1,1.0043,0.6306,Cell,A,A is Better,Very likely
324,az02,az02-1,1.3642,2.9124,Landline,B,B is Better,Very likely
325,az02,az02-1,1.1656,0.8307,Landline,B,B is Better,Almost certain
326,az02,az02-1,1.5222,6.7284,Cell,Und,B is Better,Not at all likely
327,az02,az02-1,1.0376,0.7701,Cell,B,B is Better,Almost certain
328,az02,az02-1,0.7894,0.8162,Cell,B,B is Better,Almost certain
329,az02,az02-1,0.9443,0.735,Landline,A,A is Better,Almost certain
330,az02,az02-1,0.6084,0.4065,Landline,A,A is Better,Almost certain
331,az02,az02-1,0.9632,0.7099,Landline,B,B is Better,Almost certain
332,az02,az02-1,0.8713,0.6295,Landline,A,A is Better,Very likely
333,az02,az02-1,1.0673,0.6123,Landline,A,A is Better,Almost certain
334,az02,az02-1,0.9338,0.5918,Landline,Und,A is Better,Almost certain
335,az02,az02-1,0.6475,0.518,Landline,B,B is Better,Almost certain
336,az02,az02-1,1.2557,0.873,Landline,B,B is Better,Almost certain
337,az02,az02-1,0.9874,0.9595,Landline,A,A is Better,Very likely
338,az02,az02-1,1.1097,0.7642,Landline,Und,A is Better,Almost certain
339,az02,az02-1,1.1539,1.0792,Cell,A,A is Better,Almost certain
340,az02,az02-1,0.6343,0.3805,Landline,B,B is Better,Almost certain
341,az02,az02-1,1.0421,2.6817,Landline,B,A is Better,Very likely
342,az02,az02-1,0.9558,0.5919,Landline,A,A is Better,Almost certain
343,az02,az02-1,0.6771,0.828,Landline,Und,B is Better,Very likely
344,az02,az02-1,1.0251,0.8539,Landline,B,B is Better,Very likely
345,az02,az02-1,0.9823,0.6914,Cell,B,B is Better,Almost certain
346,az02,az02-1,1.0158,0.5929,Cell,A,A is Better,Very likely
347,az02,az02-1,1.2567,5.6025,Landline,A,A is Better,Very likely
348,az02,az02-1,1.4039,1.4119,Cell,B,B is Better,Almost certain
349,az02,az02-1,1.1578,0.709,Landline,A,A is Better,Somewhat likely
350,az02,az02-1,1.1685,1.6447,Cell,Und,Don't know,Not very likely
351,az02,az02-1,1.1567,0.7971,Cell,A,A is Better,Very likely
352,az02,az02-1,0.5715,0.3452,Cell,A,A is Better,Almost certain
353,az02,az02-1,1.7626,3.4855,Cell,A,A is Better,Very likely
354,az02,az02-1,0.9574,0.5688,Cell,B,B is Better,Almost certain
355,az02,az02-1,1.1683,1.1245,Landline,A,A is Better,Very likely
356,az02,az02-1,1.2557,0.8455,Landline,B,B is Better,Very likely
357,az02,az02-1,1.4055,3.6106,Cell,Und,Don't know,Almost certain
358,az02,az02-1,0.8888,0.6063,Cell,Und,B is Better,Very likely
359,az02,az02-1,1.2557,0.8533,Landline,B,B is Better,Almost certain
360,az02,az02-1,0.8273,1.0622,Cell,Und,Don't know,Almost certain
361,az02,az02-1,0.7007,0.5085,Cell,Und,A is Better,Almost certain
362,az02,az02-1,1.2277,2.0089,Cell,B,A is Better,Very likely
363,az02,az02-1,1.2189,1.0667,Cell,A,A is Better,Very likely
364,az02,az02-1,1.0719,1.5223,Cell,B,B is Better,Very likely
365,az02,az02-1,0.9823,0.633,Cell,B,B is Better,Almost certain
366,az02,az02-1,1.0043,0.6195,Cell,A,A is Better,Very likely
367,az02,az02-1,0.6343,0.4172,Cell,A,A is Better,Almost certain
368,az02,az02-1,0.8212,0.6044,Cell,B,B is Better,Almost certain
369,az02,az02-1,0.7931,0.5142,Cell,B,B is Better,Very likely
370,az02,az02-1,0.7232,0.6275,Cell,A,A is Better,Almost certain
371,az02,az02-1,0.7306,0.497,Cell,A,A is Better,Almost certain
372,az02,az02-1,0.9756,0.8122,Cell,B,B is Better,Very likely
373,az02,az02-1,1.2095,0.8903,Cell,A,A is Better,Almost certain
374,az02,az02-1,1.2115,1.1783,Cell,A,A is Better,Almost certain
375,az02,az02-1,0.6343,0.3733,Cell,A,A is Better,Very likely
376,az02,az02-1,1.0916,0.861,Cell,B,B is Better,Almost certain
377,az02,az02-1,0.6084,0.4308,Cell,A,A is Better,Almost certain
378,az02,az02-1,0.9471,1.5361,Cell,A,B is Better,Very likely
