respondent_id,district,poll_id,w_buyer,w_consumer,phone_type,product_preference,better_product,purchase_propensity
42185,txse,txsen-2,1.0119,0.8095,Cell,B,NA,Very likely
42186,txse,txsen-2,1.143,2.0245,Landline,A,NA,Somewhat likely
42187,txse,txsen-2,0.8254,0.3302,Cell,B,NA,Almost certain
42188,txse,txsen-2,0.6948,0.3244,Landline,A,NA,Almost certain
42189,txse,txsen-2,0.6362,0.2873,Cell,A,NA,Almost certain
42190,txse,txsen-2,1.4253,0.9257,Cell,B,NA,Very likely
42191,txse,txsen-2,1.0717,0.4983,Landline,A,NA,Very likely
42192,txse,txsen-2,0.8694,0.4149,Landline,A,NA,Very likely
42193,txse,txsen-2,1.099,0.7776,Cell,A,NA,Almost certain
42194,txse,txsen-2,1.0353,0.5949,Cell,B,NA,Almost certain
42195,txse,txsen-2,0.6323,0.2694,Cell,A,NA,Very likely
42196,txse,txsen-2,1.099,0.6868,Landline,B,NA,Very likely
42197,txse,txsen-2,0.847,0.5888,Landline,A,NA,Almost certain
42198,txse,txsen-2,1.0813,3.7762,Cell,B,NA,Not very likely
42199,txse,txsen-2,1.099,0.7447,Cell,B,NA,Almost certain
42200,txse,txsen-2,1.2186,0.7938,Cell,A,NA,Almost certain
42201,txse,txsen-2,0.7476,0.449,Cell,A,NA,Almost certain
42202,txse,txsen-2,1.0535,0.8544,Cell,B,NA,Very likely
42203,txse,txsen-2,0.807,0.272,Cell,B,NA,Very likely
42204,txse,txsen-2,0.7845,0.2913,Cell,B,NA,Almost certain
42205,txse,txsen-2,0.8102,0.2784,Cell,B,NA,Almost certain
42206,txse,txsen-2,0.7212,0.2404,Cell,A,NA,Almost certain
42207,txse,txsen-2,1.2088,1.2461,Cell,A,NA,Somewhat likely
42208,txse,txsen-2,0.8334,0.4924,Cell,A,NA,Very likely
42209,txse,txsen-2,1.2071,2.5419,Cell,B,NA,Almost certain
42210,txse,txsen-2,1.1578,0.7522,Cell,3,NA,Somewhat likely
42211,txse,txsen-2,0.8442,0.3013,Cell,A,NA,Almost certain
42212,txse,txsen-2,0.7839,0.2738,Cell,B,NA,Almost certain
42213,txse,txsen-2,1.1926,2.0852,Cell,A,NA,Very likely
42214,txse,txsen-2,1.099,0.73,Cell,B,NA,Almost certain
42215,txse,txsen-2,1.2008,0.6056,Cell,B,NA,Almost certain
42216,txse,txsen-2,0.7544,0.2615,Cell,A,NA,Almost certain
42217,txse,txsen-2,0.9127,0.6777,Cell,A,NA,Almost certain
42218,txse,txsen-2,1.1189,0.4888,Cell,B,NA,Not at all likely
42219,txse,txsen-2,0.7994,0.6009,Cell,A,NA,Very likely
42220,txse,txsen-2,1.7808,4.071,Cell,B,NA,[DO NOT READ] Don't know/Refused
42221,txse,txsen-2,0.7046,0.4874,Cell,B,NA,Very likely
42222,txse,txsen-2,0.8782,0.3774,Cell,A,NA,Very likely
42223,txse,txsen-2,1.2409,0.7694,Cell,A,NA,Almost certain
42224,txse,txsen-2,1.1393,2.0658,Cell,A,NA,Very likely
42225,txse,txsen-2,1.0638,0.6975,Cell,B,NA,Almost certain
42226,txse,txsen-2,0.8888,0.3729,Cell,A,NA,Almost certain
42227,txse,txsen-2,0.8813,0.3042,Cell,B,NA,Almost certain
42228,txse,txsen-2,0.7876,0.2653,Cell,B,NA,Almost certain
42229,txse,txsen-2,0.7903,0.2375,Cell,Und,NA,Very likely
42230,txse,txsen-2,0.7676,0.2365,Cell,A,NA,Almost certain
42231,txse,txsen-2,0.7638,0.4049,Cell,B,NA,Very likely
42232,txse,txsen-2,0.6908,0.2319,Cell,A,NA,Almost certain
42233,txse,txsen-2,1.0289,0.6577,Cell,B,NA,Very likely
42234,txse,txsen-2,1.1404,1.2585,Cell,B,NA,Almost certain
42235,txse,txsen-2,0.7653,0.3713,Cell,A,NA,Almost certain
42236,txse,txsen-2,0.8692,0.4471,Cell,B,NA,Almost certain
42237,txse,txsen-2,1.2291,2.1551,Cell,B,NA,Almost certain
42238,txse,txsen-2,1.0566,0.6152,Cell,A,NA,Almost certain
42239,txse,txsen-2,0.6977,0.3061,Cell,B,NA,Almost certain
42240,txse,txsen-2,0.8659,0.4682,Cell,A,NA,Very likely
42241,txse,txsen-2,0.7416,0.2879,Cell,B,NA,Almost certain
42242,txse,txsen-2,1.0996,0.6008,Cell,B,NA,Almost certain
42243,txse,txsen-2,0.8322,0.3999,Cell,A,NA,Very likely
42244,txse,txsen-2,1.0638,0.8989,Cell,B,NA,Very likely
42245,txse,txsen-2,1.1622,0.8136,Cell,B,NA,Very likely
42246,txse,txsen-2,1.4902,7.3279,Cell,B,NA,Very likely
42247,txse,txsen-2,0.762,0.5177,Cell,B,NA,Almost certain
42248,txse,txsen-2,1.1617,0.8134,Cell,B,NA,Almost certain
42249,txse,txsen-2,0.8172,0.3918,Cell,B,NA,Almost certain
42250,txse,txsen-2,0.9911,0.3732,Cell,B,NA,Almost certain
42251,txse,txsen-2,0.7385,0.3845,Cell,A,NA,Almost certain
42252,txse,txsen-2,0.8725,0.3807,Cell,B,NA,Almost certain
42253,txse,txsen-2,1.2799,3.4729,Landline,B,NA,[DO NOT READ] Don't know/Refused
42254,txse,txsen-2,1.2692,1.0377,Cell,B,NA,Very likely
42255,txse,txsen-2,1.2008,0.6751,Landline,B,NA,Almost certain
42256,txse,txsen-2,1.0714,0.4178,Landline,B,NA,Almost certain
42257,txse,txsen-2,1.0221,0.6555,Landline,Und,NA,[DO NOT READ] Don't know/Refused
42258,txse,txsen-2,0.9088,0.5741,Cell,B,NA,Very likely
42259,txse,txsen-2,1.1831,0.5867,Landline,A,NA,[DO NOT READ] Don't know/Refused
42260,txse,txsen-2,0.7379,0.295,Landline,A,NA,Almost certain
42261,txse,txsen-2,0.9483,4.1602,Landline,A,NA,Very likely
42262,txse,txsen-2,0.6978,0.2488,Cell,B,NA,Almost certain
42263,txse,txsen-2,1.1306,0.7488,Landline,B,NA,Almost certain
42264,txse,txsen-2,0.7597,0.3439,Landline,Und,NA,Almost certain
42265,txse,txsen-2,0.7623,0.3088,Cell,B,NA,Almost certain
42266,txse,txsen-2,0.6757,0.2635,Cell,A,NA,Almost certain
42267,txse,txsen-2,1.0078,0.4332,Cell,A,NA,Almost certain
42268,txse,txsen-2,0.8161,2.2125,Cell,B,NA,Somewhat likely
42269,txse,txsen-2,1.2008,0.6088,Landline,B,NA,Almost certain
42270,txse,txsen-2,0.6686,0.5104,Cell,B,NA,Almost certain
42271,txse,txsen-2,1.3646,7.8016,Cell,A,NA,Almost certain
42272,txse,txsen-2,0.7021,0.4144,Landline,B,NA,Almost certain
42273,txse,txsen-2,1.0727,1.834,Landline,A,NA,Not at all likely
42274,txse,txsen-2,1.5632,1.1101,Landline,A,NA,Almost certain
42275,txse,txsen-2,1.0428,1.5661,Landline,B,NA,Very likely
42276,txse,txsen-2,0.7544,0.2616,Landline,A,NA,Almost certain
42277,txse,txsen-2,0.7921,0.573,Cell,A,NA,Almost certain
42278,txse,txsen-2,1.2314,0.9373,Landline,B,NA,Almost certain
42279,txse,txsen-2,1.544,0.9851,Landline,B,NA,Almost certain
42280,txse,txsen-2,0.6977,0.3109,Cell,B,NA,Almost certain
42281,txse,txsen-2,1.099,0.7589,Landline,B,NA,Very likely
42282,txse,txsen-2,0.864,0.4438,Landline,A,NA,Almost certain
42283,txse,txsen-2,0.7663,0.605,Landline,A,NA,Very likely
42284,txse,txsen-2,1.0428,5.1094,Landline,B,NA,Somewhat likely
42285,txse,txsen-2,1.1215,3.5206,Landline,B,NA,Almost certain
42286,txse,txsen-2,0.8274,0.404,Landline,A,NA,Almost certain
42287,txse,txsen-2,0.6757,0.2657,Landline,A,NA,Almost certain
42288,txse,txsen-2,0.6791,0.2814,Landline,B,NA,Very likely
42289,txse,txsen-2,1.267,1.691,Cell,Und,NA,Not very likely
42290,txse,txsen-2,1.0353,0.5851,Cell,B,NA,Almost certain
42291,txse,txsen-2,1.1714,2.033,Cell,A,NA,Almost certain
42292,txse,txsen-2,1.3856,1.1812,Landline,Und,NA,Very likely
42293,txse,txsen-2,1.228,1.3439,Landline,A,NA,Almost certain
42294,txse,txsen-2,1.7303,3.2451,Landline,A,NA,Almost certain
42295,txse,txsen-2,0.9845,1.5271,Landline,A,NA,Almost certain
42296,txse,txsen-2,0.6882,2.43,Cell,A,NA,Very likely
42297,txse,txsen-2,1.1335,0.8631,Landline,A,NA,Almost certain
42298,txse,txsen-2,1.4151,0.9969,Landline,B,NA,Almost certain
42299,txse,txsen-2,1.1926,5.3398,Landline,B,NA,Not very likely
42300,txse,txsen-2,1.1311,0.5252,Cell,B,NA,Almost certain
42301,txse,txsen-2,1.099,0.7445,Cell,B,NA,Almost certain
42302,txse,txsen-2,0.762,0.4332,Cell,B,NA,Almost certain
42303,txse,txsen-2,0.6791,0.2592,Landline,B,NA,Almost certain
42304,txse,txsen-2,1.0833,0.6991,Landline,B,NA,Almost certain
42305,txse,txsen-2,0.6457,0.311,Landline,B,NA,Almost certain
42306,txse,txsen-2,1.3836,1.685,Cell,Und,NA,Very likely
42307,txse,txsen-2,0.8659,0.7581,Cell,A,NA,Almost certain
42308,txse,txsen-2,1.0363,2.4117,Landline,A,NA,[DO NOT READ] Don't know/Refused
42309,txse,txsen-2,1.2008,0.6633,Landline,B,NA,Almost certain
42310,txse,txsen-2,0.7643,0.3455,Cell,A,NA,Almost certain
42311,txse,txsen-2,1.127,2.0687,Landline,B,NA,Almost certain
42312,txse,txsen-2,0.7212,0.2346,Cell,B,NA,Almost certain
42313,txse,txsen-2,1.0443,0.944,Landline,B,NA,Almost certain
42314,txse,txsen-2,1.0527,0.7108,Landline,A,NA,Almost certain
42315,txse,txsen-2,0.7339,0.213,Cell,B,NA,Almost certain
42316,txse,txsen-2,0.7257,0.2584,Landline,B,NA,Almost certain
42317,txse,txsen-2,0.8553,1.0016,Cell,B,NA,Almost certain
42318,txse,txsen-2,1.1696,2.3704,Landline,Und,NA,Very likely
42319,txse,txsen-2,1.2352,0.6131,Landline,B,NA,Very likely
42320,txse,txsen-2,0.748,0.5585,Cell,B,NA,Almost certain
42321,txse,txsen-2,1.8003,6.0491,Landline,A,NA,Almost certain
42322,txse,txsen-2,0.7209,0.2984,Cell,B,NA,Very likely
42323,txse,txsen-2,1.2442,1.8203,Cell,B,NA,Almost certain
42324,txse,txsen-2,1.1714,1.885,Landline,3,NA,Almost certain
42325,txse,txsen-2,1.1524,0.7627,Cell,B,NA,Almost certain
42326,txse,txsen-2,0.8652,0.4035,Cell,Und,NA,Almost certain
42327,txse,txsen-2,1.4253,0.9634,Cell,B,NA,Very likely
42328,txse,txsen-2,1.3736,0.6205,Landline,B,NA,Very likely
42329,txse,txsen-2,1.1831,0.5833,Landline,A,NA,Almost certain
42330,txse,txsen-2,0.7106,0.2289,Landline,A,NA,Almost certain
42331,txse,txsen-2,1.1877,0.5771,Landline,B,NA,Very likely
42332,txse,txsen-2,0.9483,4.4669,Landline,B,NA,Somewhat likely
42333,txse,txsen-2,1.2314,0.8767,Cell,B,NA,Very likely
42334,txse,txsen-2,1.0996,0.5674,Cell,B,NA,Very likely
42335,txse,txsen-2,1.2008,0.6495,Cell,B,NA,Almost certain
42336,txse,txsen-2,0.7392,0.626,Cell,A,NA,Very likely
42337,txse,txsen-2,1.1158,1.0558,Landline,B,NA,Somewhat likely
42338,txse,txsen-2,1.2071,2.9471,Cell,B,NA,Somewhat likely
42339,txse,txsen-2,0.778,0.3805,Cell,A,NA,Almost certain
42340,txse,txsen-2,0.6951,0.2641,Cell,A,NA,Almost certain
42341,txse,txsen-2,0.9983,1.972,Cell,A,NA,Almost certain
42342,txse,txsen-2,0.807,0.2724,Landline,B,NA,Almost certain
42343,txse,txsen-2,0.7845,0.2794,Cell,B,NA,Almost certain
42344,txse,txsen-2,0.8163,0.4426,Cell,B,NA,Very likely
42345,txse,txsen-2,1.0996,0.607,Landline,B,NA,Almost certain
42346,txse,txsen-2,1.2352,0.6399,Landline,B,NA,Very likely
42347,txse,txsen-2,1.3901,2.7833,Cell,Und,NA,Almost certain
42348,txse,txsen-2,0.8389,0.2777,Landline,A,NA,Almost certain
42349,txse,txsen-2,1.2459,1.3192,Landline,A,NA,Very likely
42350,txse,txsen-2,0.6365,0.308,Landline,B,NA,Very likely
42351,txse,txsen-2,0.831,0.7567,Cell,A,NA,Almost certain
42352,txse,txsen-2,1.0876,0.508,Cell,B,NA,Almost certain
42353,txse,txsen-2,0.8646,1.1413,Landline,B,NA,Very likely
42354,txse,txsen-2,1.2688,0.8802,Cell,B,NA,Almost certain
42355,txse,txsen-2,1.7303,2.6219,Cell,B,NA,Almost certain
42356,txse,txsen-2,1.2008,0.6705,Cell,B,NA,Almost certain
42357,txse,txsen-2,1.2692,0.6894,Landline,B,NA,Not at all likely
42358,txse,txsen-2,1.3417,1.0736,Cell,A,NA,Almost certain
42359,txse,txsen-2,0.7559,0.3299,Landline,B,NA,Almost certain
42360,txse,txsen-2,0.7379,0.2986,Landline,A,NA,Almost certain
42361,txse,txsen-2,0.9615,1.4948,Cell,Und,NA,Not at all likely
42362,txse,txsen-2,0.7918,2.6027,Cell,B,NA,Not at all likely
42363,txse,txsen-2,0.802,0.2469,Cell,B,NA,Almost certain
42364,txse,txsen-2,1.1311,0.5353,Cell,B,NA,Very likely
42365,txse,txsen-2,0.7623,0.3178,Landline,B,NA,Almost certain
42366,txse,txsen-2,1.0418,0.5338,Landline,A,NA,Very likely
42367,txse,txsen-2,0.7212,0.2359,Cell,B,NA,Very likely
42368,txse,txsen-2,0.8608,0.7316,Landline,Und,NA,Very likely
42369,txse,txsen-2,0.8055,0.3562,Cell,B,NA,Very likely
42370,txse,txsen-2,1.0356,3.355,Cell,Und,NA,Somewhat likely
42371,txse,txsen-2,1.2307,1.8888,Cell,B,NA,Very likely
42372,txse,txsen-2,1.1311,0.5351,Landline,B,NA,Almost certain
42373,txse,txsen-2,0.7704,0.2975,Cell,B,NA,Almost certain
42374,txse,txsen-2,0.9306,0.7745,Cell,A,NA,Very likely
42375,txse,txsen-2,1.7333,1.4421,Cell,Und,NA,Very likely
42376,txse,txsen-2,1.2181,0.7683,Cell,B,NA,Almost certain
42377,txse,txsen-2,0.7704,0.3205,Cell,A,NA,Almost certain
42378,txse,txsen-2,1.0356,1.8866,Cell,A,NA,Almost certain
42379,txse,txsen-2,1.2008,0.6575,Landline,A,NA,Almost certain
42380,txse,txsen-2,1.7504,1.3235,Cell,A,NA,Very likely
42381,txse,txsen-2,1.3775,1.1204,Cell,A,NA,Almost certain
42382,txse,txsen-2,0.6404,0.3322,Cell,A,NA,Almost certain
42383,txse,txsen-2,1.1147,0.6136,Cell,A,NA,Very likely
42384,txse,txsen-2,0.8694,0.4273,Cell,Und,NA,Almost certain
42385,txse,txsen-2,0.6601,0.2903,Cell,B,NA,Almost certain
42386,txse,txsen-2,0.9971,0.5892,Cell,B,NA,Almost certain
42387,txse,txsen-2,0.9266,0.7904,Landline,Und,NA,Almost certain
42388,txse,txsen-2,0.7419,0.2282,Cell,B,NA,Almost certain
42389,txse,txsen-2,1.1311,0.5221,Landline,B,NA,Almost certain
42390,txse,txsen-2,0.7832,1.0693,Cell,A,NA,Almost certain
42391,txse,txsen-2,0.8813,0.3077,Landline,Und,NA,Almost certain
42392,txse,txsen-2,1.2678,1.1938,Cell,B,NA,Almost certain
42393,txse,txsen-2,0.8759,0.2785,Landline,B,NA,Almost certain
42394,txse,txsen-2,1.127,2.9952,Cell,B,NA,Very likely
42395,txse,txsen-2,1.0833,0.7113,Landline,B,NA,Almost certain
42396,txse,txsen-2,0.7654,0.3621,Cell,A,NA,Almost certain
42397,txse,txsen-2,0.7918,1.261,Cell,A,NA,Very likely
42398,txse,txsen-2,0.7159,0.3493,Cell,A,NA,Almost certain
42399,txse,txsen-2,1.2352,0.5853,Landline,B,NA,Almost certain
42400,txse,txsen-2,0.7797,0.2791,Cell,A,NA,Almost certain
42401,txse,txsen-2,0.7062,0.2994,Cell,B,NA,Almost certain
42402,txse,txsen-2,0.7241,0.4862,Cell,A,NA,Very likely
42403,txse,txsen-2,1.4979,1.5204,Cell,B,NA,Very likely
42404,txse,txsen-2,0.7393,0.6531,Cell,B,NA,Almost certain
42405,txse,txsen-2,1.2352,0.5851,Landline,B,NA,Almost certain
42406,txse,txsen-2,0.7231,1.0516,Landline,A,NA,Somewhat likely
42407,txse,txsen-2,0.7484,0.505,Cell,A,NA,Almost certain
42408,txse,txsen-2,0.7419,0.2301,Landline,B,NA,Almost certain
42409,txse,txsen-2,1.2314,1.2479,Landline,B,NA,Very likely
42410,txse,txsen-2,0.7212,0.2528,Landline,B,NA,Almost certain
42411,txse,txsen-2,1.3283,1.8074,Cell,Und,NA,Very likely
42412,txse,txsen-2,0.6096,0.3036,Landline,B,NA,Almost certain
42413,txse,txsen-2,0.7419,0.2261,Cell,Und,NA,Very likely
42414,txse,txsen-2,0.8251,0.242,Cell,B,NA,Very likely
42415,txse,txsen-2,0.8498,0.3644,Landline,Und,NA,Almost certain
42416,txse,txsen-2,1.8003,7.661,Cell,A,NA,Almost certain
42417,txse,txsen-2,0.8888,0.3746,Cell,A,NA,Very likely
42418,txse,txsen-2,1.3799,3.772,Landline,B,NA,Very likely
42419,txse,txsen-2,1.1145,1.2697,Cell,B,NA,Almost certain
42420,txse,txsen-2,1.2693,0.9971,Cell,A,NA,Very likely
42421,txse,txsen-2,2.002,10.3622,Cell,A,NA,Very likely
42422,txse,txsen-2,0.8997,0.6194,Cell,B,NA,Very likely
42423,txse,txsen-2,1.2614,0.9265,Cell,A,NA,Almost certain
42424,txse,txsen-2,1.1521,1.2125,Cell,A,NA,Almost certain
42425,txse,txsen-2,0.7724,0.3852,Cell,A,NA,Almost certain
42426,txse,txsen-2,0.7437,0.3237,Cell,B,NA,Almost certain
42427,txse,txsen-2,0.8577,0.2648,Cell,A,NA,Almost certain
42428,txse,txsen-2,1.1341,0.6769,Landline,A,NA,Almost certain
42429,txse,txsen-2,0.7081,0.3931,Cell,A,NA,Almost certain
42430,txse,txsen-2,0.7732,0.3305,Cell,B,NA,Very likely
42431,txse,txsen-2,0.9997,0.5934,Cell,B,NA,Very likely
42432,txse,txsen-2,1.1339,1.0474,Cell,Und,NA,Very likely
42433,txse,txsen-2,1.1486,0.6023,Cell,B,NA,Almost certain
42434,txse,txsen-2,0.8805,0.9317,Cell,B,NA,Almost certain
42435,txse,txsen-2,1.2071,3.7467,Cell,A,NA,Almost certain
42436,txse,txsen-2,1.3397,3.6388,Landline,A,NA,Very likely
42437,txse,txsen-2,0.8407,0.4322,Cell,B,NA,Almost certain
42438,txse,txsen-2,1.3772,0.8103,Landline,A,NA,Almost certain
42439,txse,txsen-2,0.7698,0.334,Cell,B,NA,Almost certain
42440,txse,txsen-2,0.8389,0.2786,Cell,A,NA,Almost certain
42441,txse,txsen-2,1.1341,0.6791,Landline,A,NA,Very likely
42442,txse,txsen-2,0.7918,1.1657,Cell,A,NA,Somewhat likely
42443,txse,txsen-2,1.1145,1.2679,Cell,B,NA,Almost certain
42444,txse,txsen-2,1.2071,3.9099,Cell,A,NA,Somewhat likely
42445,txse,txsen-2,1.4659,3.0378,Cell,A,NA,Somewhat likely
42446,txse,txsen-2,1.3201,1.714,Cell,A,NA,Almost certain
42447,txse,txsen-2,1.3182,2.6703,Cell,A,NA,Not at all likely
42448,txse,txsen-2,0.9615,3.0971,Cell,A,NA,Almost certain
42449,txse,txsen-2,2.002,4.3244,Cell,A,NA,Somewhat likely
42450,txse,txsen-2,2.002,8.1191,Landline,A,NA,Very likely
42451,txse,txsen-2,1.2799,1.5982,Cell,A,NA,Very likely
42452,txse,txsen-2,0.8534,0.5278,Cell,Und,NA,Somewhat likely
42453,txse,txsen-2,1.3164,1.0109,Landline,Und,NA,Not at all likely
42454,txse,txsen-2,0.7419,0.228,Cell,Und,NA,Almost certain
42455,txse,txsen-2,0.8834,0.3609,Cell,A,NA,Almost certain
42456,txse,txsen-2,0.8172,0.4015,Landline,B,NA,Very likely
42457,txse,txsen-2,0.9132,0.8011,Cell,B,NA,Almost certain
42458,txse,txsen-2,1.4052,2.8781,Cell,Und,NA,Very likely
42459,txse,txsen-2,1.1593,1.4854,Landline,B,NA,Very likely
42460,txse,txsen-2,0.7925,0.2967,Landline,B,NA,Almost certain
42461,txse,txsen-2,0.8143,0.3537,Landline,A,NA,Very likely
42462,txse,txsen-2,0.776,0.2516,Landline,A,NA,Almost certain
42463,txse,txsen-2,0.7897,0.3397,Landline,A,NA,Very likely
42464,txse,txsen-2,0.776,0.2542,Landline,A,NA,Almost certain
42465,txse,txsen-2,1.3417,1.409,Landline,A,NA,Almost certain
42466,txse,txsen-2,1.3076,0.6125,Landline,A,NA,Almost certain
42467,txse,txsen-2,1.0302,0.4002,Cell,A,NA,Almost certain
42468,txse,txsen-2,0.8389,0.288,Cell,A,NA,Almost certain
42469,txse,txsen-2,1.1501,0.6151,Cell,A,NA,Almost certain
42470,txse,txsen-2,0.9629,0.6017,Cell,A,NA,Very likely
42471,txse,txsen-2,0.9088,0.5463,Cell,B,NA,Very likely
42472,txse,txsen-2,1.2412,0.8244,Cell,A,NA,Almost certain
42473,ut04,ut04-3,0.9638,0.7523,Landline,B,B is Better,Almost certain
42474,ut04,ut04-3,1.2355,0.7369,Cell,B,B is Better,Already voted
42475,ut04,ut04-3,1.111,2.8724,Cell,A,A is Better,Almost certain
42476,ut04,ut04-3,0.8464,0.3217,Cell,B,B is Better,Already voted
42477,ut04,ut04-3,2.0101,1.8171,Cell,A,A is Better,Almost certain
42478,ut04,ut04-3,0.895,1.7123,Cell,Und,B is Better,Almost certain
42479,ut04,ut04-3,0.8594,0.7308,Cell,A,A is Better,Almost certain
42480,ut04,ut04-3,0.8675,1.3946,Cell,A,A is Better,Already voted
42481,ut04,ut04-3,0.8142,0.3944,Landline,B,B is Better,Already voted
42482,ut04,ut04-3,0.8946,0.3624,Landline,B,B is Better,Already voted
42483,ut04,ut04-3,0.8109,0.4381,Landline,A,A is Better,Already voted
42484,ut04,ut04-3,0.8212,0.3578,Cell,A,A is Better,Almost certain
42485,ut04,ut04-3,1.0031,0.731,Landline,A,A is Better,Almost certain
42486,ut04,ut04-3,2.1,1.9109,Landline,B,B is Better,Almost certain
42487,ut04,ut04-3,0.8476,0.457,Landline,B,B is Better,Almost certain
42488,ut04,ut04-3,1.0078,0.4921,Cell,B,B is Better,Already voted
42489,ut04,ut04-3,0.5941,0.8307,Cell,B,B is Better,Very likely
42490,ut04,ut04-3,1.0832,0.7013,Landline,A,A is Better,Already voted
42491,ut04,ut04-3,1.1134,0.5709,Landline,B,B is Better,Almost certain
42492,ut04,ut04-3,1.0745,0.8515,Cell,A,A is Better,Already voted
42493,ut04,ut04-3,1.0018,0.582,Cell,B,B is Better,Almost certain
42494,ut04,ut04-3,0.828,0.3093,Landline,B,B is Better,Already voted
42495,ut04,ut04-3,0.8464,0.3186,Cell,A,B is Better,Almost certain
42496,ut04,ut04-3,0.9413,0.5039,Landline,A,A is Better,Already voted
42497,ut04,ut04-3,0.9562,0.6164,Landline,A,A is Better,Already voted
42498,ut04,ut04-3,1.0443,0.8381,Cell,A,A is Better,Already voted
42499,ut04,ut04-3,1.0035,0.7514,Cell,B,B is Better,Already voted
42500,ut04,ut04-3,2.3418,2.9956,Landline,A,A is Better,Almost certain
42501,ut04,ut04-3,2.3731,1.8944,Landline,Und,B is Better,Already voted
42502,ut04,ut04-3,0.6103,0.3051,Landline,A,A is Better,Already voted
42503,ut04,ut04-3,0.8285,0.3775,Landline,A,A is Better,Very likely
42504,ut04,ut04-3,0.8995,0.4595,Landline,B,B is Better,Already voted
42505,ut04,ut04-3,0.9818,1.7447,Cell,A,A is Better,Almost certain
42506,ut04,ut04-3,0.7605,0.3907,Landline,B,B is Better,Already voted
42507,ut04,ut04-3,0.8212,0.3586,Landline,A,A is Better,Almost certain
42508,ut04,ut04-3,0.5526,0.3194,Landline,Und,Don't know,Almost certain
42509,ut04,ut04-3,1.0883,0.4715,Cell,B,B is Better,Almost certain
42510,ut04,ut04-3,0.7292,0.4429,Cell,A,A is Better,Almost certain
42511,ut04,ut04-3,0.7911,0.3934,Cell,Und,B is Better,Very likely
42512,ut04,ut04-3,1.0492,0.5691,Landline,B,B is Better,Very likely
42513,ut04,ut04-3,1.1134,0.5725,Landline,B,B is Better,Already voted
42514,ut04,ut04-3,2.0642,3.6711,Cell,A,Don't know,Already voted
42515,ut04,ut04-3,1.225,2.149,Cell,A,Don't know,Almost certain
42516,ut04,ut04-3,1.031,0.5947,Cell,B,B is Better,Almost certain
42517,ut04,ut04-3,0.5358,0.2106,Cell,B,B is Better,Already voted
42518,ut04,ut04-3,0.8476,0.457,Cell,B,B is Better,Already voted
42519,ut04,ut04-3,1.1811,2.5792,Cell,B,B is Better,Already voted
42520,ut04,ut04-3,0.9869,0.914,Cell,A,A is Better,Already voted
42521,ut04,ut04-3,0.6689,0.2321,Cell,A,A is Better,Very likely
42522,ut04,ut04-3,1.0492,0.5691,Landline,B,B is Better,Almost certain
42523,ut04,ut04-3,0.7008,0.4944,Cell,B,B is Better,Almost certain
42524,ut04,ut04-3,0.9578,0.7348,Cell,A,A is Better,Already voted
42525,ut04,ut04-3,1.1074,0.4513,Cell,B,B is Better,Already voted
42526,ut04,ut04-3,1.0018,0.582,Cell,Und,B is Better,Almost certain
42527,ut04,ut04-3,1.4498,2.9821,Cell,A,A is Better,Already voted
42528,ut04,ut04-3,0.8995,0.4584,Cell,A,A is Better,Very likely
42529,ut04,ut04-3,1.0945,0.8235,Cell,A,A is Better,Already voted
42530,ut04,ut04-3,0.6838,0.268,Cell,A,A is Better,Already voted
42531,ut04,ut04-3,0.9069,1.4423,Cell,Und,Don't know,Somewhat likely
42532,ut04,ut04-3,1.0165,0.4698,Cell,Und,Don't know,Very likely
42533,ut04,ut04-3,1.0184,0.4933,Cell,B,B is Better,Already voted
42534,ut04,ut04-3,1.0883,0.4829,Cell,A,B is Better,Already voted
42535,ut04,ut04-3,0.8751,0.5841,Cell,A,A is Better,Already voted
42536,ut04,ut04-3,0.5339,0.2652,Cell,A,A is Better,Already voted
42537,ut04,ut04-3,0.9588,0.8237,Cell,A,A is Better,Almost certain
42538,ut04,ut04-3,0.7811,0.6803,Cell,B,B is Better,Already voted
42539,ut04,ut04-3,1.9007,1.644,Landline,B,B is Better,Already voted
42540,ut04,ut04-3,0.8997,0.6319,Cell,B,B is Better,Somewhat likely
42541,ut04,ut04-3,0.8881,1.724,Cell,B,B is Better,Already voted
42542,ut04,ut04-3,1.1134,0.5831,Cell,A,A is Better,Already voted
42543,ut04,ut04-3,1.1988,0.9912,Cell,A,A is Better,Already voted
42544,ut04,ut04-3,0.8291,0.707,Cell,A,A is Better,Already voted
42545,ut04,ut04-3,0.7236,0.3689,Cell,Und,B is Better,Not very likely
42546,ut04,ut04-3,1.9172,1.4642,Cell,Und,A is Better,Almost certain
42547,ut04,ut04-3,0.7008,0.4076,Cell,A,A is Better,Already voted
42548,ut04,ut04-3,0.9746,0.7031,Cell,A,A is Better,Already voted
42549,ut04,ut04-3,1.8503,2.1252,Cell,B,B is Better,Already voted
42550,ut04,ut04-3,0.9863,1.6324,Cell,Und,Don't know,Very likely
42551,ut04,ut04-3,1.0991,1.6159,Cell,B,B is Better,Already voted
42552,ut04,ut04-3,0.9708,1.228,Cell,A,A is Better,Almost certain
42553,ut04,ut04-3,0.9336,0.5973,Cell,A,A is Better,Already voted
42554,ut04,ut04-3,0.9357,0.5567,Cell,A,A is Better,Almost certain
42555,ut04,ut04-3,0.6312,0.3188,Cell,Und,B is Better,Already voted
42556,ut04,ut04-3,0.6996,0.3097,Cell,A,A is Better,Very likely
